target_altitude_km,phasing_altitude_km,phase_angle_deg,relative_drift_deg_per_hour,wait_time_hours,transfer_delta_v_m_s,total_rendezvous_delta_v_m_s,note
300.0,260.0,40.0,2.165876199208935,18.468276263717016,23.279300929555575,43.279300929555575,Lower phasing orbit catches up.
300.0,280.0,40.0,1.0788675212269705,37.07591452424941,11.613419246734338,31.61341924673434,Lower phasing orbit catches up.
300.0,290.0,40.0,0.5384214621911044,74.29124358679933,5.800173968457784,25.800173968457784,Lower phasing orbit catches up.
300.0,310.0,40.0,-0.5364074677044015,74.57017735264422,5.787146699819459,25.78714669981946,Higher phasing orbit falls back.
300.0,320.0,40.0,-1.0708114720011555,37.3548482117465,11.561309967272791,31.56130996727279,Higher phasing orbit falls back.
300.0,340.0,40.0,-2.1336508617959087,18.747209637818496,23.07086053299372,43.07086053299372,Higher phasing orbit falls back.
