leo_altitude_km,delivered_cargo_t,adapter_and_docking_t,tli_stage_isp_s,tli_stage_structural_fraction,tli_delta_v_km_s,mass_ratio,tli_propellant_t,tli_stage_dry_t,initial_leo_stack_t,leo_wet_mass_per_launch_t,simulated_terminal_mass_per_launch_t,simulated_margin_per_launch_t,public_direct_tli_capacity_t,direct_tli_margin_for_20t_module_t
300.0,40.0,4.0,440.0,0.06,3.108186818492537,2.0551189883225547,49.56292231315429,2.9737753387892574,96.53669765194354,48.26834882597177,69.0,20.73165117402823,27.0,7.0
300.0,40.0,4.0,440.0,0.08,3.108186818492537,2.0551189883225547,50.70524044638799,4.056419235711039,98.76165968209902,49.38082984104951,69.0,19.61917015895049,27.0,7.0
300.0,40.0,4.0,440.0,0.1,3.108186818492537,2.0551189883225547,51.90145673887083,5.190145673887083,101.09160241275791,50.545801206378954,69.0,18.454198793621046,27.0,7.0
300.0,40.0,4.0,450.0,0.06,3.108186818492537,2.0224837423131765,47.92972663739482,2.875783598243689,94.80551023563851,47.402755117819254,69.0,21.597244882180746,27.0,7.0
300.0,40.0,4.0,450.0,0.08,3.108186818492537,2.0224837423131765,48.997191173274466,3.9197752938619574,96.91696646713643,48.45848323356822,69.0,20.541516766431783,27.0,7.0
300.0,40.0,4.0,450.0,0.1,3.108186818492537,2.0224837423131765,50.11328676042058,5.011328676042059,99.12461543646263,49.56230771823132,69.0,19.437692281768683,27.0,7.0
300.0,40.0,4.0,460.0,0.06,3.108186818492537,1.9917524702481528,46.398030364645905,2.783881821878754,93.18191218652466,46.59095609326233,69.0,22.409043906737672,27.0,7.0
300.0,40.0,4.0,460.0,0.08,3.108186818492537,1.9917524702481528,47.39764740255338,3.7918117922042707,95.18945919475766,47.59472959737883,69.0,21.40527040262117,27.0,7.0
300.0,40.0,4.0,460.0,0.1,3.108186818492537,1.9917524702481528,48.441285107671554,4.844128510767156,97.2854136184387,48.64270680921935,69.0,20.357293190780652,27.0,7.0
