leo_altitude_km,leo_circular_speed_km_s,transfer_perigee_speed_km_s,delta_v_tli_km_s,time_of_flight_days
200.0,7.788487984973157,10.921632753930176,3.1331447689570195,4.977818604141415
300.0,7.729891847355843,10.838078665848379,3.108186818492537,4.979728516982404
400.0,7.672598648385013,10.756372733928538,3.083774085543525,4.9816386740290435
500.0,7.616560806262886,10.676447548072602,3.059886741809716,4.983549075250116
800.0,7.455538661189395,10.44673200887866,2.9911933476892654,4.989281743647949
1000.0,7.353696169118901,10.301399431017348,2.947703261898446,4.993104742880236
