time_s,x_km,y_km,z_km,vx_m_s,vy_m_s,vz_m_s,altitude_km,speed_m_s,inertial_speed_m_s,flight_path_angle_deg,pitch_deg,mass_t,dynamic_pressure_kpa,stage
440.93062770270245,-2989.243558633427,5550.670831250403,2234.6652482074333,-3765.036480003642,-1759.7535912908352,-35.42848475907938,317.7407261211332,3686.420269245813,4156.138541404934,2.902429623487215,10.0,156.97412979968382,0.0,third_stage_proxy
445.93062770270245,-3008.1718871431535,5541.705281367574,2234.453315815373,-3799.4894330639677,-1815.3939668823703,-47.018355523424006,318.7217542057745,3741.0431351592097,4211.173937599086,2.5717653053432197,10.0,154.93469737372791,0.0,third_stage_proxy
450.93062770270245,-3027.2740911317205,5532.460470867192,2234.183587580568,-3834.481133901574,-1871.38905385618,-58.5569525438856,319.59665407800486,3796.659314188742,4267.1737102947955,2.2559190570622167,10.0,152.89526494777203,0.0,third_stage_proxy
455.93062770270245,-3046.552906457998,5522.934585176161,2233.85632226345,-3870.0257016245414,-1927.7525925046018,-70.04347057473355,320.3679552464476,3853.27373081858,4324.145589236432,1.954669805568822,10.0,150.85583252181613,0.0,third_stage_proxy
460.93062770270245,-3066.011141391371,5513.125739451472,2233.471782833805,-3906.1378646164358,-1984.4988500179652,-81.47704296763695,321.0382502532946,3910.892643546926,4382.09849406008,1.6677993849611787,10.0,148.81640009586025,0.0,third_stage_proxy
465.93062770270245,-3085.6516797569034,5503.031975851547,2233.0302367861045,-3942.8329937598396,-2041.6426521630626,-92.85673887393335,321.6101974067027,3969.523674033075,4441.0425701367585,1.3950930381381814,10.0,146.77696766990434,0.0,third_stage_proxy
470.93062770270245,-3105.4774842534534,5492.651260642498,2232.5319564693996,-3980.1271379625555,-2099.199417212335,-104.18156025513434,322.0865236376459,4029.17583908749,4500.9892273885525,1.1363398632254742,10.0,144.73753524394846,0.0,third_stage_proxy
475.93062770270245,-3125.4915999568234,5481.981481127496,2231.977219432766,-4018.0370621792495,-2157.1851923192767,-115.45043868653566,322.47002748890407,4089.859585902603,4561.951182421894,0.8913332091607614,10.0,142.69810281799258,0.0,third_stage_proxy
480.93062770270245,-3145.697158021057,5471.020442386374,2231.3663087874106,-4056.5802881405043,-2215.61669255538,-126.66223193730855,322.76358224451354,4151.586830932179,4623.942504341882,0.6598710246225375,10.0,140.65867039203667,0.0,third_stage_proxy
485.93062770270245,-3166.0973795920995,5459.765863811426,2230.699513586581,-4095.775138022649,-2274.5113428460663,-137.81572030878502,322.97013920856176,4214.3710028417645,4686.978664635044,0.4417561642970293,10.0,138.6192379660808,0.0,third_stage_proxy
490.93062770270245,-3186.6955799492966,5448.215375424176,2229.9771292245664,-4135.640781315673,-2333.8873230678223,-148.90960271079274,323.0927311429903,4278.227089972464,4751.076591535594,0.2367966562796629,10.0,136.57980554012488,0.0,third_stage_proxy
495.93062770270245,-3207.4951728915617,5436.366513956414,2229.1994578561644,-4176.197285173307,-2393.7636165965037,-159.94249245381693,323.13447587479374,4343.171692785349,4816.254729322611,0.044805934205422004,10.0,134.540373114169,0.0,third_stage_proxy
500.93062770270245,-3228.4996753865457,5424.216718677317,2228.366808838095,-4217.4656685593945,-2454.1600626279237,-170.91291273243735,323.09858008386476,4409.223081784779,4882.533103033068,-0.13439696250113017,10.0,132.5009406882131,0.0,third_stage_proxy
505.93062770270245,-3249.712712502828,5411.763326946731,2227.4794991939984,-4259.467960538371,-2515.0974126268843,-181.81929177287418,322.98834328366445,4476.401261456233,4949.9333891191045,-0.3009872170659879,10.0,130.4615082622572,0.0,third_stage_proxy
510.93062770270245,-3271.1380226469864,5399.0035694728,2226.53785410478,-4302.227263095644,-2576.5973913002576,-192.65995761453624,322.8071620079102,4544.728040798646,5018.478992627823,-0.4551340895030286,10.0,128.4220758363013,0.0,third_stage_proxy
515.9306277027024,-3292.7794631294646,5385.934565250022,2225.54220742623,-4345.767818916392,-2638.682762534252,-203.4331324921509,322.55853421763425,4614.227111083448,5088.195131539306,-0.5970007936453413,10.0,126.38264341034542,0.0,third_stage_proxy
520.9306277027024,-3314.641016085435,5372.553316151466,2224.492902236028,-4390.11508459958,-2701.377400786316,-214.13692678131557,322.2460639441954,4684.924131533378,5159.108928964299,-0.726744394450247,10.0,124.34321098438953,0.0,third_stage_proxy
525.9306277027024,-3336.72679477941,5358.856701146252,2223.3902914124374,-4435.295809838619,-2764.7063684791524,-224.76933246607942,321.8734661852112,4756.846823684836,5231.249513978323,-0.8445157231311906,10.0,122.30377855843363,0.0,third_stage_proxy
530.9306277027024,-3359.0410503251846,5344.841470110472,2222.2347382472103,-4481.338123161991,-2828.696000008998,-235.3282160823684,321.4445720719304,4830.025075279212,5304.648131955261,-0.9504593078330729,10.0,120.26434613247774,0.0,third_stage_proxy
535.9306277027024,-3381.5881788558745,5330.504237196472,2221.026617095487,-4528.271624897452,-2893.373993053854,-245.81131108562138,320.96333432827146,4904.491054622885,5379.338265362148,-1.0447133177209686,10.0,118.22491370652185,0.0,third_stage_proxy
540.9306277027024,-3404.3727291823575,5315.841473721698,2219.7663140657273,-4576.1274881035,-2958.7695079511936,-256.21620958480577,320.4338330436433,4980.279336464059,5455.355766090072,-1.1274095184940807,10.0,116.18548128056597,0.0,third_stage_proxy
545.9306277027024,-3427.399410982427,5300.8495005342265,2218.4542277530472,-4624.938568303001,-3024.9132760103507,-266.54035337791106,319.8602817838015,5057.427040559542,5532.739000525789,-1.1986732374674387,10.0,114.14604885461007,0.0,third_stage_proxy
550.9306277027024,-3450.6731035674443,5285.524479807407,2217.0907700196526,-4674.739522958318,-3091.8377177343255,-276.78102421593456,319.24703406634086,5135.973984248388,5611.5290087176045,-1.2586233364827104,10.0,112.10661642865418,0.0,third_stage_proxy
