time_s,downrange_km,altitude_km,horizontal_velocity_m_s,vertical_velocity_m_s,speed_m_s,flight_path_angle_deg,pitch_deg,mass_t,dynamic_pressure_kpa,stage
340.67720270270297,368.2123313715534,313.70305554806475,2340.4190472742616,1169.94835462734,2616.5512548657216,26.559936007659022,26.867085489793354,282.26310087903204,0.0,second_stage
345.67720270270297,380.1157840006016,319.5184117927219,2407.839903056202,1158.393137532528,2671.9969423321118,25.69184712919035,25.574976085929904,275.9648536812273,0.0,second_stage
350.67720270270297,392.3632097460416,325.27382290724,2477.5601690066683,1146.1065608179292,2729.8103670032197,24.82501778181906,24.2761126778491,269.6666064834226,0.0,second_stage
355.67720270270297,404.9663307083638,330.96544022623266,2549.655429189807,1133.0241628624092,2790.0692753455282,23.959561005270686,22.970559868007527,263.3683592856178,0.0,second_stage
360.67720270270297,417.93726013953176,336.58908103385727,2624.205735288059,1119.077523295209,2852.8565060765463,23.095546480900317,21.658380712963435,257.07011208781296,0.0,second_stage
365.67720270270297,431.28852612768134,342.1402077210899,2701.2960627901916,1104.1939077715826,2918.260544366399,22.233000628628012,20.339636781941863,250.77186489000806,0.0,second_stage
370.67720270270297,445.03309773647686,347.61390503476764,2781.016826215295,1088.295867850469,2986.3761457112196,21.371906739071573,19.014388212386734,244.47361769220316,0.0,second_stage
375.67720270270297,459.1844139213949,353.00485517326564,2863.4644626109416,1071.3007889338778,3057.305040228423,20.51220509858161,17.682693762694797,238.1753704943983,0.0,second_stage
380.67720270270297,473.75641559644043,358.30731044462385,2948.7420942912668,1053.1203779104078,3131.1567301902032,19.653793063193888,16.34461086231086,231.8771232965934,0.0,second_stage
385.67720270270297,488.7635812857872,363.515063156461,3036.960283887955,1033.6600805387675,3208.049396130337,18.796525035517703,15.00019565935041,225.57887609878853,0.0,second_stage
387.67720270270297,492.5939178081307,364.80533260376575,3059.561725161571,1028.5639252051833,3227.8261567666777,18.581622850791064,14.460668874285275,224.00000000000745,0.0,second_stage
390.93062770270245,504.9299067759649,368.8563511670203,3098.7263504045986,1003.1930847317938,3257.0694435251908,17.939032688348213,13.58087704662043,177.36845405924274,0.0,third_stage_proxy
395.93062770270245,520.5723489571238,373.77495736476726,3148.441993188924,970.6088218299466,3294.6575648296985,17.133602371338018,12.223646744339831,175.32902163328686,0.0,third_stage_proxy
400.93062770270245,536.4658848173727,378.52764830036705,3198.9951015262645,937.0214417103928,3333.4034922004353,16.32589791787863,10.860247972561439,173.28958920733095,0.0,third_stage_proxy
405.93062770270245,552.614677776856,383.10929210745087,3250.3775973207753,902.3920930909416,3373.3167676395033,15.516082600619153,9.490732130607483,171.25015678137507,0.0,third_stage_proxy
410.93062770270245,569.022848389846,387.5145605992986,3302.5805742532953,866.6812352106343,3414.4069489299977,14.704308458111216,8.115149544331018,169.21072435541916,0.0,third_stage_proxy
415.93062770270245,585.6944701333563,391.73792578674886,3355.5942742730167,829.8486261439072,3456.683623915672,13.890716053253898,6.733549501673721,167.17129192946328,0.0,third_stage_proxy
420.93062770270245,602.633565076257,395.77365633486363,3409.408063431443,791.8533101629018,3500.1564261911626,13.075434280141462,5.345980286621227,165.13185950350737,0.0,third_stage_proxy
425.93062770270245,619.8440994254601,399.6158139532919,3464.010407008892,752.6536040490226,3544.835052234997,12.258580216510074,3.9524892116473325,163.0924270775515,0.0,third_stage_proxy
430.93062770270245,637.3299789454715,403.2582497147616,3519.3888438783342,712.2070822459395,3590.729280023287,11.440259018698969,2.5531226487310903,161.05299465159558,0.0,third_stage_proxy
435.93062770270245,655.0950442473169,406.6946002955566,3575.529960045353,670.4705607364817,3637.848989168767,10.620563855806905,1.1479260590264175,159.0135622256397,0.0,third_stage_proxy
440.93062770270245,673.1430660630626,409.91833664114677,3632.4194818381648,627.4525894426707,3686.2132390890997,9.800379827533373,0.0,156.97412979968382,0.0,third_stage_proxy
445.93062770270245,691.477766154462,412.925598359781,3690.054071442582,584.1240067733546,3736.0005226791573,8.99510526511656,0.0,154.93469737372791,0.0,third_stage_proxy
450.93062770270245,710.1029192456222,415.7163301721285,3748.4513520868168,540.8327180192401,3787.2665034087004,8.210071816645252,0.0,152.89526494777203,0.0,third_stage_proxy
455.93062770270245,729.0223998369972,418.2907101220463,3807.631780481683,497.57591629653155,3840.0054125238476,7.44514245870298,0.0,150.85583252181613,0.0,third_stage_proxy
460.93062770270245,748.2401871974938,420.6489022558631,3867.6166475651494,454.3508068833082,3894.212781582254,6.700150086458798,0.0,148.81640009586025,0.0,third_stage_proxy
465.93062770270245,767.7603696723281,422.7910566801619,3928.4281244879744,411.1546062119012,3949.8855223255987,5.974900867882697,0.0,146.77696766990434,0.0,third_stage_proxy
470.93062770270245,787.5871492303492,424.71730961455336,3990.089311812287,367.98454087078676,4007.0220037527292,5.269177443453684,0.0,144.73753524394846,0.0,third_stage_proxy
475.93062770270245,807.7248462676964,426.42778343948453,4052.624292196318,324.8378466151253,4065.6221270911615,4.5827419595104,0.0,142.69810281799258,0.0,third_stage_proxy
480.93062770270245,828.1779046861176,427.92258673912465,4116.058186865973,281.7117673850829,4125.6873993977815,3.915338927382818,0.0,140.65867039203667,0.0,third_stage_proxy
485.93062770270245,848.9508972658573,429.2018143393631,4180.417216204644,238.60355433108998,4187.221006548331,3.266697903935145,0.0,138.6192379660808,0.0,third_stage_proxy
490.93062770270245,870.0485313547952,430.26554734095276,4245.7287648269985,195.5104648451974,4250.227886401313,2.6365359921572815,0.0,136.57980554012488,0.0,third_stage_proxy
495.93062770270245,891.4756548974468,431.1138531478257,4312.021451540925,152.42976159770373,4314.714802946985,2.024560162989054,0.0,134.540373114169,0.0,third_stage_proxy
500.93062770270245,913.2372628295924,431.7467854906063,4379.325204645011,109.35871157823298,4380.690422277876,1.4304694016790644,0.0,132.5009406882131,0.0,third_stage_proxy
505.93062770270245,935.3385038666784,432.1643844453409,4447.671343057383,66.29458514045035,4448.16539124534,0.8539566837045539,0.0,130.4615082622572,0.0,third_stage_proxy
510.93062770270245,957.7846877167766,432.36667644745927,4517.092663826395,23.234655049608723,4517.152419698667,0.29471078664913947,0.0,128.4220758363013,0.0,third_stage_proxy
515.9306277027024,980.5812927518218,432.35367430098063,4587.623536635226,-19.823804467877174,4587.666367240874,-0.24758205450840237,0.0,126.38264341034542,0.0,third_stage_proxy
520.9306277027024,1003.7339741741091,432.1253771829719,4659.300005982019,-62.88351867362838,4659.724335480031,-0.7732366404593989,0.0,124.34321098438953,0.0,third_stage_proxy
525.9306277027024,1027.2485727186797,431.681770643261,4732.159901796049,-105.94721326606923,4733.345766808636,-1.2825674402043215,0.0,122.30377855843363,0.0,third_stage_proxy
530.9306277027024,1051.1311239362874,431.0228265994058,4806.242959339708,-149.01761532956192,4808.552550807885,-1.7758873541402134,0.0,120.26434613247774,0.0,third_stage_proxy
535.9306277027024,1075.3878681061803,430.14850332691384,4881.5909493477475,-192.09745428470583,4885.369139450621,-2.2535065982927347,0.0,118.22491370652185,0.0,third_stage_proxy
540.9306277027024,1100.0252608330443,429.0587454447059,4958.247819470875,-235.1894628406012,4963.822672368437,-2.7157317003467254,0.0,116.18548128056597,0.0,third_stage_proxy
